frame,x,y,w,h
346,1041,404,24,19
347,1041,403,23,18
348,1038,401,23,19
349,1038,402,23,17
350,1038,402,23,18
351,1042,401,23,18
352,1040,401,24,18
353,1039,404,24,17
354,1041,402,23,18
355,1041,402,23,18
356,1037,403,23,17
357,1039,399,23,17
358,1041,403,24,17
359,1038,405,22,17
360,1041,400,22,18
361,1043,405,23,18
362,1041,405,22,18
363,1040,404,22,18
364,1039,406,23,18
365,1039,403,23,17
366,1042,402,24,16
367,1038,404,24,16
368,1038,407,25,16
369,1037,407,26,15
370,1040,403,25,16
371,1036,406,26,15
372,1038,404,26,15
373,1041,404,25,16
374,1040,405,25,15
375,1038,405,25,16
376,1040,406,26,15
377,1041,407,24,17
378,1038,405,23,17
379,1039,408,21,17
380,1044,409,22,16
381,1038,407,22,16
382,1040,403,22,17
383,1039,409,23,16
384,1043,408,22,17
385,1039,409,22,15
386,1041,409,22,16
387,1041,404,22,16
388,1042,409,23,16
389,1042,405,22,16
390,1044,409,23,15
391,1042,406,22,16
392,1046,406,23,16
393,1046,404,22,17
394,1045,405,23,16
395,1044,407,23,16
396,1045,406,23,17
397,1043,407,22,16
398,1045,405,22,16
399,1041,407,22,15
400,1045,408,22,15
401,1045,404,22,16
402,1044,408,22,17
403,1039,404,23,16
404,1039,408,22,16
405,1042,404,24,16
406,1043,404,24,16
407,1042,407,24,15
408,1040,406,25,15
409,1038,404,25,15
410,1043,405,24,15
411,1041,405,23,17
412,1043,405,25,17
413,1041,405,23,17
414,1039,404,22,16
415,1041,406,23,16
416,1038,403,24,16
417,1039,404,24,16
418,1040,404,23,17
419,1043,408,24,16
420,1039,408,23,15
421,1042,405,23,16
422,1040,405,24,16
423,1041,403,23,15
424,1039,405,24,15
425,1039,408,24,17
426,1038,406,23,17
427,1042,403,23,18
428,1039,405,24,17
429,1040,403,25,17
430,1041,407,23,17
431,1041,407,25,16
432,1039,404,25,16
433,1042,402,24,17
434,1042,403,24,18
435,1041,402,23,18
436,1041,406,23,17
437,1041,403,23,17
438,1037,404,23,18
439,1039,405,23,16
440,1041,403,23,17
441,1039,403,23,17
442,1040,406,23,17
443,1042,407,23,17
444,1039,402,24,18
445,1039,403,24,18
446,1038,403,23,17
447,1038,404,24,18
448,1036,407,23,17
449,1036,404,23,17
450,1035,406,23,18
451,1037,404,24,17
452,1039,407,23,16
453,1040,407,23,17
454,1037,407,23,17
455,1038,409,24,17
456,1040,408,24,16
457,1035,404,24,16
458,1036,406,22,17
459,1037,407,23,17
460,1041,405,24,18
461,1035,407,24,16
462,1040,406,24,18
463,1035,405,23,18
464,1035,409,23,18
465,1040,405,25,18
466,1038,404,25,19
467,1036,409,24,17
468,1035,406,25,17
469,1037,405,25,18
470,1035,408,24,17
471,1034,409,23,16
472,1038,407,24,18
473,1036,405,24,18
474,1036,407,23,19
475,1035,408,24,19
476,1038,407,25,18
477,1034,405,25,19
478,1037,408,24,19
479,1035,404,25,20
480,1038,406,25,20
481,1034,406,25,19
482,1033,405,25,19
483,1038,408,26,20
484,1035,404,25,20
485,1033,408,25,18
486,1035,409,26,18
487,1036,405,24,19
488,1033,409,24,19
489,1035,404,23,19
490,1038,406,25,18
491,1035,406,25,18
492,1038,408,24,17
493,1038,409,24,17
494,1038,405,23,17
495,1036,404,24,17
496,1036,409,23,18
497,1035,405,24,17
498,1033,409,23,17
499,1035,405,24,17
500,1033,407,23,18
501,1037,407,23,18
502,1036,409,24,19
503,1036,408,23,18
504,1038,407,23,18
505,1035,407,25,18
506,1037,410,25,16
507,1038,410,26,17
508,1033,408,25,16
509,1033,409,25,17
510,1037,404,25,18
511,1036,409,26,17
512,1037,409,25,17
513,1034,406,26,18
514,1038,407,24,19
515,1038,404,26,19
516,1035,406,26,18
517,1034,404,25,17
518,1037,407,26,18
519,1034,405,26,18
520,1038,407,26,19
521,1036,406,25,18
522,1035,406,25,17
523,1038,408,25,17
524,1036,406,23,17
525,1038,404,23,18
526,1037,408,23,18
527,1039,406,23,18
528,1037,409,23,19
529,1039,409,24,18
530,1041,409,23,17
531,1039,404,22,17
532,1038,409,23,19
533,1039,406,23,18
534,1039,408,23,18
535,1036,405,23,18
536,1038,406,23,18
537,1039,405,23,18
538,1042,409,23,17
539,1040,407,22,17
540,1038,404,23,17
541,1038,407,21,18
542,1038,409,21,17
543,1040,406,22,18
544,1041,408,22,17
545,1039,407,23,17
546,1042,409,22,18
547,1043,406,21,18
548,1042,405,21,19
549,1040,409,20,19
550,1037,408,21,18
551,1039,404,21,20
552,1038,407,21,19
553,1042,405,22,20
554,1041,406,21,20
555,1037,407,22,20
556,1040,407,22,19
557,1039,404,21,21
558,1041,408,22,21
559,1041,403,22,19
560,1037,408,21,19
561,1037,407,22,19
562,1039,407,21,18
563,1039,407,21,18
564,1039,404,22,18
565,1042,409,21,19
566,1039,407,23,17
567,1038,408,24,18
568,1040,409,23,17
569,1040,406,23,17
570,1041,408,23,17
571,1038,410,24,16
572,1042,408,23,15
573,1039,407,22,16
574,1043,410,23,16
575,1042,407,22,16
576,1042,407,22,17
577,1041,406,23,16
578,1040,410,24,16
579,1040,409,24,17
580,1042,406,23,17
581,1043,409,23,16
582,1041,405,23,17
583,1044,409,23,16
584,1042,405,22,16
585,1039,405,22,16
586,1044,405,22,16
587,1042,407,24,15
588,1041,404,23,17
589,1039,408,23,16
590,1039,409,24,17
591,1041,409,23,16
592,1039,408,25,18
593,1038,405,23,17
594,1041,405,23,18
595,1039,408,24,17
596,1042,408,22,17
597,1039,405,22,18
598,1044,408,22,18
599,1038,407,22,18
600,1038,403,24,18
601,1040,403,23,18
602,1037,404,22,17
603,1037,406,23,17
604,1039,404,24,16
605,1039,406,23,17
606,1041,405,24,18
607,1038,406,23,17
608,1041,403,24,18
609,1038,406,24,17
610,1036,405,23,17
611,1036,403,24,18
612,1037,408,23,18
613,1037,407,23,18
614,1036,404,24,17
615,1037,405,23,18
616,1039,407,24,18
617,1040,406,23,16
618,1039,407,23,17
619,1036,406,24,18
620,1037,406,23,18
621,1039,405,24,18
622,1038,405,22,17
623,1038,404,23,18
624,1037,404,22,17
625,1037,408,23,17
626,1038,407,23,18
627,1037,406,22,17
628,1037,408,22,17
629,1040,404,23,17
630,1036,404,21,18
631,1040,404,21,18
632,1036,403,22,18
633,1037,405,21,18
634,1035,407,22,17
635,1040,407,23,18
636,1038,406,23,17
637,1038,408,22,18
638,1040,404,22,18
639,1038,407,23,18
640,1036,407,22,18
641,1040,407,22,19
642,1036,404,24,19
643,1039,408,23,19
644,1037,403,24,17
645,1038,405,22,17
646,1038,408,22,17
647,1038,407,23,18
648,1036,404,24,18
649,1039,404,24,18
650,1035,403,24,18
651,1039,403,23,17
652,1037,408,24,18
653,1038,404,24,17
654,1037,408,23,16
655,1035,407,24,16
656,1038,407,23,17
657,1039,409,24,16
658,1040,407,24,16
659,1038,405,24,17
660,1039,405,23,17
661,1039,404,23,18
662,1039,408,23,18
663,1038,404,24,17
664,1040,407,24,18
665,1041,408,24,18
666,1038,406,24,17
667,1039,407,24,18
668,1042,405,24,18
669,1037,407,23,17
670,1042,403,24,17
671,1037,408,23,17
672,1039,407,23,17
673,1043,408,22,17
674,1041,406,22,18
675,1038,403,23,18
676,1040,408,23,17
677,1042,405,22,17
678,1038,408,22,18
679,1039,404,22,17
680,1041,407,23,18
681,1043,408,22,18
682,1040,407,21,18
683,1040,407,23,18
684,1041,404,23,17
685,1042,404,22,17
686,1038,404,23,17
687,1040,405,23,17
688,1039,407,22,17
689,1042,403,22,17
690,1040,408,22,18
691,1040,406,24,16
692,1042,404,23,17
693,1040,406,22,17
694,1041,406,22,16
695,1036,404,24,17
696,1037,405,24,17
697,1041,404,23,18
698,1036,408,24,17
699,1039,404,24,17
700,1038,403,23,17
701,1041,406,22,18
702,1039,403,23,17
703,1036,403,23,18
704,1037,405,24,18
705,1036,405,23,18
706,1037,405,24,18
707,1036,403,25,18
708,1037,404,24,17
709,1039,404,24,17
710,1040,404,23,17
711,1039,405,23,18
712,1037,405,24,18
713,1035,405,25,17
714,1038,405,25,18
715,1038,404,26,17
716,1038,409,26,16
717,1035,408,25,16
718,1036,407,24,16
719,1037,409,24,17
720,1039,409,24,17
721,1036,409,25,16
722,1035,409,24,17
723,1037,405,25,16
724,1037,405,24,16
725,1034,408,26,17
726,1036,408,25,17
727,1037,407,25,17
728,1036,408,25,17
729,1036,409,26,16
730,1035,406,26,16
731,1034,404,26,16
732,1034,409,28,17
733,1036,407,27,17
734,1035,403,26,18
735,1036,405,26,17
736,1037,406,26,19
737,1034,404,26,19
738,1036,403,26,18
739,1033,404,26,17
740,1036,403,25,17
741,1034,408,26,18
742,1034,404,25,18
743,1032,403,26,17
744,1037,407,26,19
745,1037,404,24,19
746,1038,405,24,19
747,1033,403,25,19
748,1032,406,26,19
749,1037,404,25,18
750,1035,402,25,17
751,1033,405,24,19
752,1038,407,24,18
753,1034,407,23,18
754,1034,403,24,18
755,1033,402,24,18
756,1033,407,24,17
757,1037,408,25,16
758,1034,406,24,17
759,1038,405,24,17
760,1037,407,23,17
761,1036,402,24,18
762,1033,404,24,18
763,1032,404,25,18
764,1033,405,26,18
765,1036,407,26,17
766,1036,404,25,18
767,1034,403,25,17
768,1033,404,26,17
769,1031,405,25,18
770,1033,402,23,19
771,1035,402,24,18
772,1036,404,24,17
773,1034,404,24,18
774,1032,402,23,18
775,1032,407,23,18
776,1034,405,23,17
777,1033,405,24,18
778,1033,403,23,19
779,1034,404,23,18
780,1031,406,23,19
781,1036,403,23,19
782,1037,404,24,18
783,1037,405,23,18
784,1038,402,22,19
785,1039,407,23,19
786,1037,407,24,18
787,1034,402,23,18
788,1037,403,23,18
789,1037,406,23,18
790,1035,403,24,17
791,1035,405,23,18
792,1033,403,24,17
793,1034,403,25,17
794,1033,403,25,18
795,1035,406,25,17
796,1032,403,24,18
797,1036,403,24,18
798,1033,405,23,18
799,1032,407,24,17
800,1035,407,23,17
801,1033,404,24,17
802,1036,403,24,18
803,1032,407,24,17
804,1033,403,23,17
805,1036,404,24,18
806,1031,406,25,18
807,1034,407,24,17
808,1032,407,25,17
809,1033,408,24,19
810,1032,403,24,18
811,1032,404,24,18
812,1035,403,25,19
813,1035,403,24,17
814,1032,408,23,18
815,1035,406,23,18
816,1035,408,23,17
817,1032,408,23,17
818,1031,404,24,18
819,1031,406,24,19
820,1031,409,24,19
821,1035,407,24,19
822,1035,405,24,19
823,1036,407,23,19
824,1036,407,23,19
825,1036,409,23,18
826,1034,404,24,20
827,1035,404,24,19
828,1033,405,23,18
829,1035,409,24,19
830,1033,409,23,19
831,1033,405,24,18
832,1035,406,24,17
833,1033,404,23,19
834,1035,405,24,18
835,1033,409,24,17
836,1035,405,25,19
837,1033,409,24,18
838,1035,406,24,19
839,1033,406,25,20
840,1033,406,25,19
841,1034,408,24,19
842,1031,405,25,18
843,1036,406,23,18
844,1032,408,23,19
845,1032,407,24,19
846,1034,405,25,18
847,1031,406,24,19
848,1036,408,24,18
849,1030,407,25,18
850,1036,408,23,19
851,1032,407,25,19
852,1036,404,25,19
853,1036,409,24,18
854,1035,405,23,18
855,1034,408,25,18
856,1030,408,24,18
857,1030,405,25,18
858,1031,409,24,17
859,1032,404,24,19
860,1033,409,26,17
861,1031,404,26,17
862,1035,406,25,18
863,1031,406,24,18
864,1035,407,25,18
865,1033,406,24,19
866,1033,408,25,18
867,1036,404,25,18
868,1035,406,25,19
869,1032,408,23,17
870,1036,404,24,19
871,1033,405,24,19
872,1034,408,24,19
873,1031,406,25,18
874,1032,405,24,19
875,1031,406,24,19
876,1033,403,24,19
877,1031,406,25,19
878,1033,406,25,18
879,1033,406,25,18
880,1032,406,25,18
881,1029,404,26,17
882,1034,404,25,18
883,1031,408,26,17
884,1030,407,25,17
885,1033,406,25,19
886,1028,405,25,18
887,1032,403,25,18
888,1032,407,24,19
889,1029,404,24,19
890,1030,404,25,19
891,1030,409,25,19
892,1032,404,25,19
893,1033,404,25,18
894,1029,405,24,17
895,1031,409,23,18
896,1032,408,25,20
897,1030,403,23,20
898,1029,406,23,20
899,1032,405,23,20
900,1032,405,24,19
901,1029,408,22,19
902,1029,404,23,19
903,1029,404,22,20
904,1029,406,23,20
905,1034,406,23,18
906,1029,409,23,19
907,1032,408,23,19
908,1031,404,22,18
909,1030,408,21,17
910,1032,409,21,18
911,1030,405,22,18
912,1030,406,21,17
913,1031,406,21,17
914,1031,406,20,18
915,1030,408,20,18
916,1030,404,20,18
917,1031,408,21,17
918,1032,404,20,17
919,1033,407,21,19
920,1028,405,22,18
921,1031,406,21,18
922,1026,405,23,19
923,1031,404,22,19
924,1028,406,22,19
925,1029,405,22,18
926,1027,408,22,18
927,1032,407,21,17
928,1031,409,21,17
929,1028,409,20,16
930,1031,407,20,16
931,1033,407,21,17
932,1029,405,21,18
933,1032,406,22,17
934,1029,408,23,18
935,1028,407,21,16
936,1033,405,21,18
937,1030,405,23,18
938,1030,408,22,16
939,1031,408,23,16
940,1033,408,22,17
941,1033,406,22,17
942,1033,406,22,17
943,1030,407,20,15
944,1032,406,21,16
945,1029,410,21,16
946,1034,408,21,17
947,1031,405,20,16
948,1030,406,21,16
949,1033,409,20,16
950,1034,409,19,16
951,1031,408,19,15
952,1034,405,21,15
953,1031,407,20,16
954,1032,404,20,16
955,1035,409,21,16
956,1036,409,21,16
957,1033,406,23,16
958,1034,408,22,16
959,1033,410,22,14
960,1033,408,23,16
961,1029,405,25,16
962,1034,409,23,16
963,1068,409,20,17
964,1097,402,20,16
965,1131,407,21,16
966,1160,409,22,14
967,1189,405,22,18
968,1210,400,22,20
969,1237,403,23,18
970,1261,403,24,18
971,1287,402,23,20
972,1312,403,24,19
973,1333,403,24,19
974,1356,400,24,20
975,1374,402,24,16
976,1395,406,23,18
977,1411,403,24,18
978,1429,399,25,19
979,1450,404,26,16
980,1471,401,24,19
981,1483,401,25,17
982,1502,399,25,18
983,1517,405,26,16
984,1531,400,25,18
985,1544,400,29,17
986,1560,402,28,18
987,1565,400,28,17
988,1571,394,27,18
989,1579,391,27,16
990,1582,386,27,18
991,1585,385,25,20
992,1585,384,24,20
993,1584,382,24,17
994,1590,380,21,19
995,1591,383,20,17
996,1593,380,21,16
997,1593,383,23,16
998,1599,381,26,15
999,963,345,22,18
1000,796,222,22,13
1001,1012,336,18,21
1002,1077,344,20,17
1003,1085,337,17,17
1004,1395,333,21,21
1005,1380,316,17,19
1006,1367,300,19,15
1007,1357,290,19,16
1008,1346,280,21,15
1009,1324,256,24,15
1010,1316,249,22,18
1011,1311,243,22,17
1012,1300,242,23,14
1013,1298,240,24,15
1014,1293,239,21,17
1015,1287,233,18,16
1016,1287,230,19,15
1017,1282,229,19,15
1018,1281,234,20,16
1019,1282,234,20,18
1020,1280,234,19,16
1021,1278,239,19,19
1022,1279,237,19,17
1023,1274,245,20,18
1024,1280,236,20,19
1025,1281,227,17,20
1026,1275,229,19,18
1027,1149,231,20,16
1028,1303,190,17,14
1029,1310,175,18,16
1030,1319,168,17,17
1031,1333,154,30,15
1032,1338,153,27,14
1033,1342,148,24,16
1034,1361,148,26,13
1035,1385,147,24,15
1036,1401,153,24,17
1037,1406,153,26,16
1038,1417,173,26,12
1039,1422,181,24,12
1040,1423,187,21,16
1041,1428,197,22,15
1042,1417,287,19,14
1043,1426,204,22,15
1044,1424,214,19,12
1045,1424,224,18,14
1046,1421,233,17,18
1047,1404,292,18,11
1048,1412,239,23,14
1049,1411,226,18,18
1050,1396,220,16,14
1051,1391,212,15,13
1052,1383,209,16,12
1053,1379,208,18,14
1054,1366,199,20,13
1055,1354,202,21,13
1056,1352,195,21,13
1057,1339,197,25,11
1058,1335,197,21,13
1059,1324,203,20,12
1060,1314,197,21,15
1061,1339,275,20,15
1062,1337,270,21,19
1063,1341,277,19,16
1064,1326,283,19,18
1065,1329,282,18,19
1066,1335,282,18,17
1067,1333,283,19,18
1068,1336,280,19,20
1069,1371,291,19,17
1070,1186,228,20,14
1071,1412,192,19,18
1072,1413,188,18,19
1073,1416,188,20,19
1074,1108,231,18,21
1075,1106,227,15,19
1076,1108,228,17,17
1077,1108,229,18,15
1078,1112,228,19,13
1079,1115,234,18,13
1080,1110,233,17,13
1081,1116,231,18,12
1082,1113,229,18,12
1083,1119,231,19,13
1084,1118,230,20,11
1085,1113,234,19,13
1086,1118,234,18,13
1087,1116,233,17,13
1088,1116,233,18,13
1089,1115,231,17,12
1090,1115,232,18,12
1091,1112,233,16,13
1092,1113,234,18,13
1093,1110,231,19,12
1094,1115,229,20,14
1095,1114,232,21,12
1096,1113,233,20,14
1097,1111,236,18,13
1098,1111,236,17,14
1099,1109,239,18,11
1100,1093,238,16,12
1101,1081,243,18,15
1102,1073,245,16,18
1103,1064,253,17,18
1104,1048,260,19,14
1105,1013,271,23,16
1106,1003,273,21,14
1107,976,283,21,13
1108,937,288,18,16
1109,921,300,17,17
1110,892,305,21,16
1111,875,309,24,19
1112,852,313,25,17
1113,831,317,26,19
1114,812,325,25,18
1115,750,348,26,14
1116,707,360,26,15
1117,687,365,24,17
1118,663,371,24,15
1119,646,378,23,16
1120,621,383,24,18
1121,603,391,22,17
1122,464,251,22,15
1123,562,405,20,19
1124,536,411,21,18
1125,515,420,23,16
1126,489,427,23,17
1127,469,439,26,17
1128,443,445,24,17
1129,360,483,25,18
1130,339,491,27,17
1131,322,500,26,17
1132,315,506,26,20
1133,299,519,25,21
1134,290,529,28,20
1135,278,538,27,24
1136,273,550,26,21
1137,266,560,26,22
1138,268,566,27,20
1139,260,575,30,20
1140,256,586,29,21
1141,256,589,28,23
1142,256,603,28,20
1143,252,609,28,23
1144,254,621,26,21
1145,251,632,27,25
1146,254,639,28,23
1147,250,647,29,24
1148,248,655,29,22
1149,252,663,29,25
1150,252,677,29,24
1151,253,685,29,24
1152,259,691,30,26
1153,262,705,28,25
1154,265,712,30,29
1155,267,718,34,27
1156,268,726,33,30
1157,272,735,36,26
1158,287,743,30,28
1159,293,749,30,31
1160,298,758,33,27
1161,306,770,34,27
1162,309,775,36,26
1163,323,785,32,26
1164,336,792,31,26
1165,345,793,36,30
1166,351,805,34,30
1167,362,813,33,29
1168,377,819,36,27
1169,385,821,36,29
1170,401,827,33,29
1171,409,829,38,32
1172,426,840,37,32
1173,443,843,38,30
1174,461,847,31,32
1175,474,850,34,32
1176,491,856,37,28
1177,507,861,32,29
1178,525,866,36,33
1179,540,869,32,31
1180,555,867,30,33
1181,570,872,35,30
1182,582,876,34,33
1183,595,876,34,30
1184,605,883,36,29
1185,616,883,30,35
1186,627,884,34,33
1187,637,884,34,35
1188,649,888,31,30
1189,657,894,33,31
1190,669,897,35,31
1191,675,898,34,32
1192,678,901,37,32
1193,694,900,29,34
1194,700,901,30,32
1195,701,906,35,34
1196,706,904,39,32
1197,718,909,37,33
1198,726,909,32,33
1199,736,908,33,34
1200,747,907,35,35
1201,758,909,32,32
1202,771,910,29,32
1203,778,910,33,34
1204,793,908,34,32
1205,809,909,30,29
1206,820,909,32,32
1207,825,916,33,31
1208,840,914,32,35
1209,846,919,31,31
1210,862,921,32,31
1211,866,930,34,28
1212,881,932,29,33
1213,886,936,33,32
1214,894,944,33,30
1215,899,953,29,30
1216,902,955,34,33
1217,914,967,31,30
1218,918,967,30,31
1219,920,973,29,36
1220,925,985,32,39
1221,938,987,33,34
1222,1085,941,32,34
1223,1144,920,34,34
1224,1206,900,34,31
1225,1262,883,40,32
1226,750,151,26,13
1227,1327,871,36,33
1228,742,155,25,12
1229,1374,862,36,31
1230,1430,850,31,29
1231,747,152,24,13
1232,1481,839,36,32
1233,1522,828,34,31
1234,1563,815,37,28
1235,714,150,31,13
1236,1592,800,34,29
1237,1630,789,34,33
1238,708,156,25,12
1239,1664,778,32,32
1240,1690,770,33,29
1241,1709,760,40,28
1242,1739,754,38,26
1243,1774,752,35,29
1244,1797,747,33,24
1245,1812,733,34,24
1246,1827,726,32,25
1247,1837,713,35,27
1248,1838,703,38,27
1249,1848,697,36,25
1250,1859,692,35,28
1251,1862,679,29,31
1252,1859,674,28,26
1253,1861,664,28,25
1254,1859,662,28,25
1255,1859,656,33,24
