frame,x,y,w,h
133,1028,403,24,19
134,1026,401,25,19
135,1028,401,24,17
136,1027,401,27,19
137,1026,401,25,18
138,1028,403,24,18
139,1028,402,25,18
140,1026,403,24,17
141,1027,402,24,18
142,1026,404,24,19
143,1027,404,24,17
144,1028,402,24,17
145,1029,404,24,18
146,1029,405,23,18
147,1027,405,23,16
148,1027,405,22,18
149,1028,403,24,16
150,1026,403,24,17
151,1027,403,25,17
152,1028,405,25,16
153,1027,403,25,18
154,1026,405,24,16
155,1026,403,24,17
156,1028,402,24,17
157,1028,402,26,18
158,1029,402,25,19
159,1027,402,25,19
160,1029,402,24,17
161,1029,402,25,18
162,1028,404,26,18
163,1026,403,24,19
164,1029,404,25,17
165,1028,403,26,19
166,1030,403,26,17
167,1027,403,26,19
168,1030,404,27,17
169,1030,402,27,18
170,1028,402,26,17
171,1028,404,26,17
172,1030,403,26,17
173,1030,404,24,17
174,1031,402,25,19
175,1030,404,26,18
176,1031,402,26,19
177,1030,402,26,18
178,1031,403,24,18
179,1031,404,24,17
180,1032,404,23,17
181,1032,404,23,17
182,1031,403,24,19
183,1031,404,24,19
184,1031,402,25,19
185,1032,403,24,20
186,1032,404,24,19
187,1030,404,25,18
188,1030,403,24,19
189,1032,402,23,19
190,1032,401,25,19
191,1032,401,26,20
192,1031,401,24,18
193,1032,402,26,19
194,1032,402,24,20
195,1032,403,24,19
196,1032,404,24,18
197,1031,403,26,20
198,1033,401,25,19
199,1032,403,25,18
200,1031,403,24,20
201,1031,401,26,19
202,1032,403,26,19
203,1032,403,26,19
204,1031,404,23,19
205,1033,402,23,20
206,1033,403,25,19
207,1033,403,24,19
208,1032,402,24,18
209,1032,402,25,20
210,1033,404,26,19
211,1034,402,26,17
212,1034,404,24,18
213,1036,404,23,18
214,1034,402,23,20
215,1034,402,23,19
216,1035,403,25,20
217,1034,404,25,19
218,1034,402,23,20
219,1033,402,25,19
220,1034,403,25,19
221,1036,402,24,18
222,1033,403,24,18
223,1034,404,23,20
224,1034,403,23,19
225,1033,405,24,17
226,1033,404,24,17
227,1035,403,24,17
228,1035,403,24,20
229,1034,403,26,19
230,1036,405,24,17
231,1036,404,26,19
232,1035,403,26,18
233,1036,405,24,18
234,1034,403,25,19
235,1036,404,25,17
236,1035,403,26,20
237,1035,405,26,19
238,1037,405,26,19
239,1034,403,24,19
240,1036,405,26,17
241,1034,406,26,17
242,1035,405,25,18
243,1036,404,25,17
244,1034,405,24,17
245,1034,404,25,18
246,1037,404,24,16
247,1036,404,24,17
248,1035,404,26,16
249,1036,405,25,16
250,1035,406,25,17
251,1036,405,25,16
252,1036,406,26,18
253,1036,406,26,17
254,1037,405,25,18
255,1036,405,26,18
256,1035,405,25,16
257,1036,405,25,17
258,1037,405,26,17
259,1038,405,25,17
260,1037,405,24,17
261,1038,406,26,17
262,1036,403,23,18
263,1037,405,24,19
264,1036,405,25,17
265,1038,403,23,19
266,1039,404,23,17
267,1040,404,24,16
268,1039,403,23,19
269,1040,402,22,18
270,1039,405,23,17
271,1037,405,24,16
272,1039,405,21,17
273,1037,405,22,16
274,1037,402,24,19
275,1038,403,24,19
276,1039,402,23,19
277,1038,403,23,19
278,1039,403,24,18
279,1040,403,22,18
280,1040,401,24,17
281,1038,401,22,18
282,1039,401,23,19
283,1037,400,24,19
284,1039,401,22,18
285,1039,402,24,17
286,1037,403,22,16
287,1039,402,24,17
288,1038,401,24,17
289,1037,402,23,16
290,1038,402,23,17
291,1037,403,23,16
292,1039,402,24,18
293,1038,400,23,17
294,1038,400,24,17
295,1038,400,24,17
296,1038,402,22,16
297,1039,403,22,18
298,1039,401,23,16
299,1041,401,21,17
300,1039,402,21,18
301,1039,400,22,17
302,1039,400,22,17
303,1040,400,22,18
304,1039,402,23,18
305,1040,402,23,19
306,1039,401,22,17
307,1040,402,22,18
308,1040,400,23,17
309,1038,400,22,17
310,1040,400,21,17
311,1039,400,21,19
312,1040,401,22,17
313,1040,402,21,18
314,1038,402,24,17
315,1038,400,24,17
316,1039,400,25,17
317,1039,400,22,17
318,1039,401,22,17
319,1037,402,24,19
320,1037,401,26,18
321,1038,402,24,18
322,1038,401,25,19
323,1038,401,25,19
324,1037,401,25,18
325,1039,400,23,19
326,1038,401,25,19
327,1036,399,23,20
328,1038,401,23,18
329,1038,399,23,18
330,1037,399,25,20
331,1036,400,24,18
332,1038,399,22,20
333,1036,399,24,18
334,1038,399,24,19
335,1036,401,25,19
336,1037,399,23,20
337,1037,401,24,18
338,1037,401,22,20
339,1039,399,24,19
340,1038,399,22,20
341,1039,400,23,19
342,1038,400,22,19
343,1037,400,24,19
344,1039,399,22,18
345,1037,400,22,19
346,1037,401,23,18
347,1036,401,25,18
348,1038,399,25,18
349,1038,402,24,19
350,1039,400,23,20
351,1037,400,25,19
352,1038,402,24,18
353,1038,401,24,18
354,1037,401,25,19
355,1039,401,24,19
356,1038,399,25,18
357,1039,401,23,18
358,1038,402,25,18
359,1038,401,24,17
360,1038,400,23,18
361,1038,403,22,19
362,1040,401,22,19
363,1038,403,24,17
364,1039,401,25,19
365,1039,403,25,18
366,1039,402,25,18
367,1039,405,25,17
368,1037,403,27,16
369,1038,403,26,15
370,1037,405,25,15
371,1038,403,27,17
372,1038,404,25,15
373,1038,404,26,16
374,1038,405,25,15
375,1036,405,27,17
376,1037,404,26,15
377,1040,405,26,16
378,1038,405,23,18
379,1040,405,21,17
380,1040,406,22,16
381,1040,406,21,18
382,1041,405,22,18
383,1041,406,24,17
384,1040,406,23,18
385,1041,406,24,16
386,1041,406,23,18
387,1043,405,22,17
388,1042,406,23,17
389,1043,406,24,17
390,1042,404,23,17
391,1043,404,22,15
392,1041,406,22,17
393,1043,404,23,18
394,1043,405,23,15
395,1041,406,24,16
396,1042,405,22,18
397,1043,406,23,16
398,1041,405,23,16
399,1043,404,21,15
400,1042,406,23,17
401,1041,404,22,18
402,1041,405,24,18
403,1039,406,24,17
404,1040,405,23,17
405,1039,406,25,17
406,1038,405,26,17
407,1040,405,24,15
408,1040,405,24,15
409,1040,404,24,17
410,1039,405,24,16
411,1038,403,24,16
412,1039,405,24,16
413,1039,403,25,16
414,1040,403,24,17
415,1039,404,24,17
416,1039,405,23,16
417,1040,403,25,17
418,1041,403,23,18
419,1039,403,25,16
420,1039,403,23,16
421,1037,405,23,16
422,1038,405,25,17
423,1039,403,24,17
424,1038,405,25,17
425,1038,405,25,18
426,1038,404,23,18
427,1040,404,23,19
428,1039,403,24,17
429,1039,403,24,16
430,1039,402,25,19
431,1039,403,24,16
432,1040,404,24,18
433,1038,402,25,17
434,1039,403,25,18
435,1038,404,23,17
436,1037,403,23,18
437,1038,403,24,17
438,1038,403,23,18
439,1039,404,24,16
440,1038,404,25,18
441,1039,403,23,18
442,1039,404,25,17
443,1038,403,23,18
444,1038,403,24,17
445,1039,402,23,20
446,1038,403,23,19
447,1036,405,25,18
448,1038,403,23,19
449,1036,403,22,17
450,1037,404,23,18
451,1036,404,24,17
452,1036,406,25,17
453,1037,404,24,16
454,1035,405,23,18
455,1037,405,23,17
456,1036,405,25,16
457,1035,406,23,17
458,1038,404,22,18
459,1038,404,24,17
460,1036,405,23,18
461,1036,404,23,16
462,1037,405,23,17
463,1036,404,23,19
464,1035,405,25,17
465,1036,404,25,18
466,1036,405,26,18
467,1036,405,25,19
468,1036,406,24,18
469,1034,404,24,18
470,1034,404,24,17
471,1035,406,25,17
472,1034,406,24,19
473,1034,404,25,20
474,1035,404,24,20
475,1035,406,25,20
476,1035,406,26,18
477,1035,405,25,19
478,1035,405,26,18
479,1036,404,26,21
480,1035,406,27,19
481,1035,406,26,20
482,1034,404,25,21
483,1035,406,27,20
484,1032,405,25,20
485,1034,405,26,20
486,1033,406,26,19
487,1033,406,26,19
488,1034,406,24,20
489,1033,406,25,18
490,1033,406,24,19
491,1034,406,24,18
492,1035,404,25,18
493,1035,405,23,17
494,1033,405,25,18
495,1033,405,25,19
496,1034,406,24,18
497,1034,406,24,17
498,1032,405,24,17
499,1034,404,24,17
500,1033,405,25,17
501,1033,406,23,19
502,1034,406,23,20
503,1034,404,25,20
504,1034,404,24,18
505,1034,406,26,17
506,1034,406,27,16
507,1034,406,25,17
508,1034,407,25,17
509,1034,405,26,17
510,1035,405,24,18
511,1033,406,25,17
512,1034,405,26,18
513,1035,406,27,17
514,1036,405,25,18
515,1035,406,25,18
516,1034,404,26,19
517,1036,406,26,18
518,1035,404,26,18
519,1035,406,26,17
520,1035,404,25,18
521,1034,404,26,18
522,1034,404,25,18
523,1034,406,26,19
524,1034,404,23,17
525,1034,404,25,17
526,1036,404,24,17
527,1037,405,24,19
528,1035,405,24,18
529,1035,405,23,20
530,1037,406,22,17
531,1035,406,22,18
532,1034,406,25,18
533,1037,405,23,20
534,1035,405,25,20
535,1036,405,25,18
536,1039,406,23,19
537,1039,406,22,17
538,1038,404,22,19
539,1038,406,24,17
540,1037,406,22,19
541,1037,405,21,17
542,1039,405,21,18
543,1038,405,23,17
544,1037,405,23,19
545,1037,405,22,18
546,1037,405,21,19
547,1040,405,20,20
548,1039,404,21,19
549,1040,405,21,20
550,1039,406,22,18
551,1038,404,21,19
552,1039,404,21,20
553,1038,405,23,19
554,1039,405,22,21
555,1038,405,22,21
556,1037,403,23,20
557,1038,403,23,21
558,1038,404,23,21
559,1039,403,22,19
560,1037,406,22,19
561,1037,405,22,18
562,1039,404,23,19
563,1039,406,21,18
564,1038,405,22,18
565,1039,404,21,20
566,1038,404,25,18
567,1039,405,23,17
568,1038,405,23,19
569,1037,404,23,17
570,1038,405,25,16
571,1039,407,24,16
572,1037,406,24,16
573,1040,407,23,17
574,1039,407,24,18
575,1040,405,23,17
576,1040,405,24,18
577,1041,407,22,17
578,1040,405,25,17
579,1039,406,25,16
580,1039,405,24,18
581,1041,407,22,18
582,1039,406,24,16
583,1040,404,24,17
584,1041,405,24,16
585,1039,406,24,18
586,1041,407,24,17
587,1039,404,24,17
588,1038,406,23,17
589,1038,406,24,18
590,1040,406,23,17
591,1038,404,24,17
592,1040,403,26,19
593,1038,405,25,19
594,1039,405,23,17
595,1039,403,24,19
596,1040,405,23,19
597,1039,403,23,17
598,1039,403,24,19
599,1038,404,24,19
600,1038,405,24,18
601,1038,403,24,19
602,1039,406,23,17
603,1038,406,23,17
604,1037,406,25,17
605,1039,406,25,17
606,1037,405,23,18
607,1037,404,24,18
608,1038,404,24,17
609,1036,403,25,18
610,1038,404,24,16
611,1037,404,23,19
612,1037,403,25,18
613,1038,404,24,18
614,1038,403,23,19
615,1037,405,23,18
616,1038,404,24,19
617,1036,404,24,18
618,1035,405,23,17
619,1036,403,24,19
620,1036,405,23,18
621,1037,403,25,18
622,1036,404,23,17
623,1036,403,22,17
624,1037,405,24,17
625,1035,403,22,19
626,1037,404,24,19
627,1037,404,24,19
628,1037,404,24,17
629,1036,404,24,17
630,1035,404,22,19
631,1035,403,21,19
632,1036,403,23,18
633,1036,405,22,17
634,1037,405,23,18
635,1037,404,24,19
636,1037,403,22,19
637,1036,405,23,17
638,1035,405,22,19
639,1035,404,22,17
640,1036,403,22,20
641,1036,404,24,18
642,1035,405,23,20
643,1036,403,23,18
644,1035,404,24,19
645,1036,404,24,17
646,1038,403,23,18
647,1037,404,22,19
648,1036,405,25,17
649,1035,405,23,17
650,1034,404,24,17
651,1036,405,24,17
652,1034,403,24,18
653,1036,405,23,18
654,1036,404,23,17
655,1036,404,25,16
656,1035,405,25,16
657,1036,404,25,18
658,1036,406,24,18
659,1035,406,25,17
660,1036,404,24,18
661,1038,405,25,17
662,1037,404,24,18
663,1037,406,25,16
664,1039,403,23,18
665,1038,403,25,18
666,1036,404,23,19
667,1038,403,25,17
668,1037,403,24,19
669,1038,403,25,19
670,1038,403,25,17
671,1037,405,25,17
672,1038,405,22,18
673,1040,404,22,18
674,1039,405,23,19
675,1038,405,24,18
676,1038,405,22,17
677,1039,405,23,19
678,1040,405,24,18
679,1038,405,23,18
680,1039,403,23,17
681,1039,403,22,18
682,1039,403,21,18
683,1040,402,22,17
684,1041,404,24,17
685,1040,402,24,18
686,1038,404,22,18
687,1039,404,22,17
688,1038,404,22,17
689,1038,404,23,17
690,1040,405,23,19
691,1038,405,25,16
692,1038,404,24,17
693,1039,406,24,18
694,1039,405,24,18
695,1038,405,25,17
696,1038,405,23,17
697,1037,403,25,17
698,1038,403,25,17
699,1038,403,24,18
700,1038,404,23,19
701,1037,405,22,18
702,1039,403,22,18
703,1037,403,23,18
704,1035,404,24,17
705,1035,403,23,19
706,1037,403,24,17
707,1037,403,26,19
708,1037,404,24,19
709,1035,405,23,18
710,1036,403,23,17
711,1036,404,23,17
712,1037,404,24,18
713,1037,403,25,17
714,1034,404,26,17
715,1036,405,27,19
716,1036,404,27,17
717,1035,405,26,18
718,1037,404,24,15
719,1036,406,25,16
720,1036,406,24,18
721,1036,405,26,16
722,1036,404,26,18
723,1035,406,24,17
724,1036,406,26,17
725,1034,404,27,18
726,1035,406,27,17
727,1035,405,26,18
728,1036,404,25,18
729,1035,406,25,16
730,1035,406,27,18
731,1036,404,27,18
732,1035,406,28,17
733,1032,404,28,19
734,1034,405,26,19
735,1034,404,27,19
736,1033,405,27,18
737,1034,405,27,20
738,1034,405,28,20
739,1035,405,27,18
740,1035,405,25,19
741,1035,403,25,17
742,1034,405,27,17
743,1033,405,25,17
744,1033,403,26,18
745,1035,403,24,19
746,1033,404,24,20
747,1035,402,25,20
748,1032,404,25,19
749,1035,404,26,20
750,1034,404,25,18
751,1033,403,26,19
752,1034,402,23,18
753,1035,404,24,20
754,1034,402,23,19
755,1034,402,24,18
756,1033,404,26,16
757,1035,404,25,18
758,1034,405,25,17
759,1035,404,23,17
760,1035,405,23,18
761,1034,404,25,19
762,1032,404,24,17
763,1034,403,24,17
764,1032,403,26,19
765,1033,402,27,18
766,1033,404,25,17
767,1033,402,27,18
768,1031,402,25,17
769,1032,402,25,19
770,1032,404,23,19
771,1032,404,23,18
772,1031,403,24,17
773,1032,403,23,19
774,1032,402,24,17
775,1030,403,25,19
776,1034,402,22,17
777,1031,403,24,18
778,1031,403,24,20
779,1031,404,25,19
780,1033,402,24,20
781,1032,404,24,20
782,1033,402,24,19
783,1034,403,24,20
784,1035,403,24,19
785,1034,403,24,18
786,1032,404,25,18
787,1032,402,25,20
788,1032,403,25,19
789,1034,405,24,18
790,1033,405,24,19
791,1032,404,24,19
792,1031,403,26,18
793,1032,403,26,17
794,1031,403,25,17
795,1034,404,25,18
796,1033,405,25,18
797,1033,404,25,19
798,1031,404,24,19
799,1032,405,24,17
800,1033,403,25,19
801,1034,403,25,18
802,1034,403,25,19
803,1033,403,24,18
804,1032,404,24,17
805,1032,403,24,19
806,1032,403,26,18
807,1031,405,25,18
808,1033,405,25,17
809,1033,405,26,19
810,1031,404,25,18
811,1033,405,25,19
812,1031,405,25,19
813,1033,403,23,18
814,1031,405,24,20
815,1032,405,23,17
816,1033,405,23,19
817,1033,405,24,19
818,1033,405,25,17
819,1032,404,23,19
820,1033,406,24,18
821,1033,404,25,20
822,1032,406,23,18
823,1032,404,23,19
824,1032,406,24,19
825,1033,405,23,20
826,1033,404,24,21
827,1032,406,25,20
828,1033,406,24,20
829,1034,404,25,19
830,1032,404,24,19
831,1034,404,23,18
832,1033,406,25,17
833,1031,404,24,19
834,1031,404,24,18
835,1034,405,24,17
836,1032,405,24,18
837,1034,406,26,18
838,1032,406,26,20
839,1033,404,24,19
840,1031,404,26,19
841,1034,404,24,19
842,1032,406,26,19
843,1033,404,23,18
844,1034,405,23,19
845,1034,405,25,20
846,1032,406,25,18
847,1030,405,26,20
848,1033,406,25,19
849,1032,405,25,18
850,1032,405,23,19
851,1031,406,24,19
852,1033,406,24,18
853,1032,406,25,18
854,1031,404,23,20
855,1033,404,25,20
856,1030,404,25,18
857,1030,404,24,18
858,1033,404,24,18
859,1031,406,26,18
860,1032,404,27,18
861,1031,406,27,19
862,1031,405,26,18
863,1031,405,24,18
864,1033,406,26,18
865,1031,405,24,20
866,1032,405,26,19
867,1033,406,24,20
868,1033,406,24,19
869,1031,404,25,18
870,1031,406,24,20
871,1033,404,25,18
872,1030,405,24,20
873,1032,406,26,19
874,1031,403,26,20
875,1032,405,26,19
876,1032,404,25,19
877,1030,403,26,21
878,1031,406,25,20
879,1030,405,26,19
880,1032,405,26,18
881,1030,406,26,18
882,1031,403,26,19
883,1031,404,26,18
884,1029,405,25,18
885,1030,404,26,20
886,1029,403,25,19
887,1028,405,25,19
888,1031,405,26,20
889,1030,404,24,19
890,1030,406,26,18
891,1030,406,26,18
892,1028,404,24,18
893,1030,406,24,17
894,1030,405,26,17
895,1029,404,23,19
896,1028,405,25,19
897,1030,405,25,21
898,1028,404,25,21
899,1028,403,23,20
900,1028,405,23,21
901,1029,404,22,19
902,1030,404,24,20
903,1030,405,23,19
904,1029,404,23,19
905,1031,405,22,18
906,1029,405,24,20
907,1030,405,22,20
908,1030,405,21,18
909,1030,404,22,18
910,1028,405,21,19
911,1029,405,23,19
912,1028,405,21,18
913,1029,404,22,18
914,1030,406,21,18
915,1031,405,21,17
916,1029,405,21,19
917,1031,406,22,17
918,1028,404,22,19
919,1029,406,22,19
920,1027,406,21,18
921,1029,405,21,18
922,1027,405,24,20
923,1027,406,22,18
924,1027,405,23,18
925,1027,405,22,19
926,1028,405,22,18
927,1029,405,22,19
928,1029,405,22,16
929,1027,405,21,18
930,1028,404,21,16
931,1030,405,20,19
932,1029,404,23,19
933,1029,404,24,19
934,1028,404,24,18
935,1029,404,23,18
936,1029,404,23,17
937,1030,405,22,17
938,1030,404,24,16
939,1028,405,24,18
940,1031,405,22,18
941,1030,405,23,18
942,1028,406,23,17
943,1031,407,20,15
944,1029,405,22,15
945,1030,405,21,17
946,1029,407,23,18
947,1030,404,21,16
948,1030,406,20,18
949,1030,407,21,16
950,1032,405,19,17
951,1030,406,21,16
952,1031,404,21,15
953,1031,404,22,16
954,1032,405,22,17
955,1032,405,23,18
956,1033,406,23,17
957,1032,406,23,17
958,1029,405,22,15
959,1031,406,22,15
960,1029,406,25,16
961,1029,405,27,17
962,1033,406,23,16
963,1065,405,20,16
964,1097,402,19,17
965,1126,405,21,17
966,1159,406,22,15
967,1187,403,24,19
968,1210,400,21,22
969,1236,401,24,18
970,1262,401,23,20
971,1287,401,22,20
972,1310,402,24,19
973,1331,402,23,18
974,1353,398,25,20
975,1371,401,25,16
976,1393,401,23,20
977,1411,401,26,18
978,1431,398,25,21
979,1447,403,25,15
980,1468,401,23,20
981,1483,401,25,17
982,1500,401,24,19
983,1517,402,27,18
984,1533,400,25,18
985,1543,402,28,17
986,1558,400,29,18
987,1564,396,29,19
988,1570,394,26,20
989,1578,391,29,16
990,1579,387,26,19
991,1582,382,26,20
992,1581,383,25,21
993,1585,382,24,17
994,1586,380,23,18
995,1589,381,21,17
996,1588,381,23,17
997,1594,380,23,17
998,1600,378,26,14
999,961,341,22,17
1000,793,221,24,12
1001,1009,336,19,20
1002,1072,339,19,18
1003,1086,334,17,18
1004,1392,330,21,21
1005,1380,314,18,19
1006,1368,302,18,15
1007,1356,291,20,17
1008,1344,280,22,15
1009,1323,257,23,15
1010,1313,249,22,19
1011,1309,245,22,16
1012,1301,239,24,16
1013,1295,235,26,15
1014,1290,235,22,16
1015,1287,232,20,15
1016,1286,232,19,15
1017,1280,229,20,16
1018,1281,232,19,16
1019,1279,233,20,19
1020,1278,235,20,18
1021,1277,236,21,20
1022,1276,238,19,17
1023,1276,242,21,19
1024,1278,233,21,19
1025,1280,228,17,20
1026,1274,224,20,18
1027,1145,232,21,15
1028,1302,191,19,14
1029,1310,171,20,15
1030,1318,165,18,18
1031,1330,152,31,15
1032,1334,150,28,14
1033,1343,147,24,17
1034,1361,144,27,13
1035,1381,147,24,15
1036,1399,152,25,17
1037,1404,154,28,17
1038,1416,173,25,11
1039,1418,178,24,12
1040,1423,186,21,15
1041,1424,196,23,15
1042,1414,287,20,15
1043,1422,200,22,16
1044,1424,212,19,13
1045,1422,220,18,15
1046,1421,231,18,18
1047,1404,290,19,12
1048,1411,237,22,15
1049,1406,227,20,18
1050,1393,219,17,15
1051,1386,212,16,12
1052,1380,211,16,14
1053,1375,205,17,16
1054,1365,199,21,14
1055,1353,197,21,14
1056,1347,195,21,12
1057,1340,198,25,13
1058,1335,198,20,15
1059,1325,199,20,14
1060,1310,197,21,17
1061,1337,275,21,16
1062,1336,268,20,21
1063,1338,272,19,17
1064,1328,284,19,19
1065,1330,281,19,18
1066,1331,283,19,18
1067,1331,284,19,18
1068,1333,278,21,21
1069,1368,289,19,18
1070,1184,226,22,16
1071,1413,188,20,19
1072,1415,187,20,21
1073,1414,188,20,20
1074,1104,228,18,23
1075,1104,226,16,19
1076,1104,229,17,19
1077,1107,230,19,15
1078,1109,228,21,14
1079,1112,232,19,14
1080,1111,231,18,15
1081,1111,232,18,13
1082,1112,230,17,13
1083,1115,230,20,12
1084,1115,230,20,13
1085,1111,232,19,12
1086,1113,229,19,12
1087,1111,232,17,12
1088,1113,231,19,13
1089,1113,231,17,12
1090,1111,233,17,13
1091,1112,232,17,14
1092,1111,230,18,13
1093,1111,232,19,14
1094,1111,231,20,15
1095,1114,232,20,13
1096,1111,232,21,13
1097,1108,233,19,12
1098,1109,233,18,14
1099,1106,235,18,11
1100,1090,240,16,13
1101,1082,243,18,16
1102,1072,246,16,18
1103,1060,250,17,19
1104,1046,256,20,14
1105,1011,271,23,15
1106,998,275,22,16
1107,974,278,22,13
1108,938,290,19,17
1109,918,295,17,18
1110,892,301,21,18
1111,873,305,26,19
1112,850,313,25,19
1113,830,318,27,20
1114,809,321,27,17
1115,750,345,26,14
1116,704,358,26,15
1117,687,362,26,17
1118,662,371,23,15
1119,644,373,23,17
1120,621,381,24,19
1121,599,390,24,18
1122,466,250,23,16
1123,559,401,22,20
1124,538,410,21,19
1125,513,419,23,18
1126,488,425,24,18
1127,466,436,26,18
1128,445,445,24,18
1129,356,480,26,19
1130,341,487,28,19
1131,323,498,25,18
1132,313,505,25,19
1133,299,515,27,20
1134,290,525,29,20
1135,277,537,28,23
1136,272,548,27,21
1137,268,555,28,23
1138,263,566,27,22
1139,258,576,30,19
1140,258,581,28,23
1141,253,591,29,25
1142,253,602,30,20
1143,252,608,30,24
1144,250,619,28,21
1145,251,628,26,24
1146,250,636,30,24
1147,249,645,29,26
1148,248,655,29,22
1149,251,665,29,26
1150,251,676,29,26
1151,252,683,28,26
1152,258,692,31,25
1153,258,700,27,26
1154,261,709,32,29
1155,265,715,35,29
1156,269,723,33,29
1157,272,733,38,25
1158,282,744,30,28
1159,291,748,29,32
1160,294,758,33,27
1161,303,765,34,27
1162,310,774,38,25
1163,321,783,33,25
1164,331,790,32,25
1165,341,793,36,29
1166,349,802,35,31
1167,362,808,33,30
1168,373,814,36,27
1169,386,823,36,30
1170,399,826,33,29
1171,410,829,38,31
1172,426,838,37,33
1173,440,841,37,31
1174,458,846,33,32
1175,474,850,35,33
1176,490,857,36,29
1177,508,858,31,29
1178,521,863,37,33
1179,541,865,33,31
1180,554,867,30,33
1181,566,873,35,30
1182,581,872,34,33
1183,593,877,34,32
1184,601,879,37,31
1185,615,881,32,35
1186,625,883,35,34
1187,634,886,35,35
1188,646,890,32,32
1189,655,889,33,31
1190,666,894,35,33
1191,673,897,35,33
1192,678,898,37,31
1193,691,900,31,34
1194,699,900,32,31
1195,701,903,34,36
1196,706,904,38,32
1197,715,905,37,34
1198,727,908,31,33
1199,738,907,33,34
1200,745,905,34,36
1201,756,906,34,33
1202,770,908,29,33
1203,778,906,32,34
1204,789,905,34,31
1205,806,910,30,31
1206,818,909,32,33
1207,827,911,34,33
1208,838,914,31,36
1209,847,918,33,31
1210,859,922,32,32
1211,863,927,35,30
1212,878,931,28,32
1213,884,937,33,33
1214,896,943,32,30
1215,898,950,29,30
1216,901,951,35,32
1217,909,964,31,30
1218,914,967,32,31
1219,920,972,30,38
1220,925,983,32,40
1221,935,988,33,35
1222,1081,939,32,34
1223,1145,916,33,33
1224,1206,899,36,32
1225,1261,883,39,32
1226,746,151,28,15
1227,1324,869,37,34
1228,742,151,25,13
1229,1374,859,38,31
1230,1430,847,30,31
1231,742,152,25,14
1232,1478,838,35,33
1233,1522,829,36,32
1234,1558,815,36,30
1235,713,152,32,15
1236,1592,800,36,30
1237,1626,784,36,33
1238,707,154,25,12
1239,1662,774,33,31
1240,1687,765,34,30
1241,1710,759,39,28
1242,1739,754,38,26
1243,1770,749,36,30
1244,1796,746,34,26
1245,1808,734,34,26
1246,1826,724,31,24
1247,1835,711,36,26
1248,1839,704,39,29
1249,1847,698,37,26
1250,1854,690,35,28
1251,1862,680,28,31
1252,1860,671,27,25
1253,1859,665,30,25
1254,1859,659,28,26
1255,1857,655,33,23
