frame,x,y,w,h
397,1049,411,30,19
398,1051,411,27,24
399,1050,414,28,23
400,1045,410,29,20
401,1047,408,27,23
402,1050,413,30,21
403,1044,411,28,22
404,1049,414,30,22
405,1044,411,33,20
406,1048,414,31,20
407,1045,409,29,22
408,1045,410,28,19
409,1047,412,34,21
410,1044,413,28,23
411,1043,407,29,24
412,1042,413,32,26
413,1046,410,32,24
414,1048,412,27,22
415,1043,413,32,24
416,1044,410,30,25
417,1043,411,32,24
418,1045,411,29,23
419,1043,413,32,19
420,1049,411,28,23
421,1047,409,33,21
422,1047,408,31,25
423,1044,413,31,19
424,1047,411,29,21
425,1047,413,33,23
426,1044,408,28,21
427,1045,406,31,21
428,1043,409,33,22
429,1045,413,28,20
430,1045,408,33,24
431,1046,412,32,20
432,1043,410,29,21
433,1043,411,28,23
434,1044,407,28,25
435,1045,412,33,26
436,1045,406,33,26
437,1043,405,32,24
438,1045,406,29,21
439,1046,412,29,20
440,1047,410,30,22
441,1044,407,32,22
442,1045,408,27,23
443,1042,408,31,21
444,1046,408,32,24
445,1043,409,31,22
446,1040,407,29,26
447,1042,412,27,27
448,1042,407,33,22
449,1045,413,30,23
450,1045,410,30,22
451,1042,412,29,24
452,1045,412,30,20
453,1044,412,27,23
454,1041,413,29,24
455,1039,408,27,26
456,1044,413,33,26
457,1039,413,33,20
458,1040,409,32,22
459,1044,408,31,22
460,1042,410,29,25
461,1039,410,28,22
462,1045,409,29,26
463,1045,414,29,24
464,1042,413,28,22
465,1044,414,34,22
466,1040,410,33,23
467,1039,410,29,23
468,1043,414,33,27
469,1041,411,34,26
470,1041,408,33,23
471,1037,414,30,23
472,1041,414,30,27
473,1044,408,28,22
474,1039,408,30,27
475,1038,409,28,26
476,1039,413,28,23
477,1038,412,33,22
478,1044,409,33,28
479,1043,413,29,24
480,1042,413,35,28
481,1042,410,35,29
482,1043,412,33,23
483,1041,408,29,28
484,1040,408,30,26
485,1043,414,28,24
486,1038,408,29,23
487,1040,408,28,23
488,1037,410,31,22
489,1037,411,33,23
490,1037,410,31,25
491,1040,413,34,27
492,1042,409,33,26
493,1042,411,30,23
494,1041,414,31,27
495,1038,411,31,26
496,1044,411,31,27
497,1039,410,32,22
498,1039,414,27,24
499,1041,413,32,21
500,1040,413,29,23
501,1040,411,28,21
502,1042,414,28,28
503,1040,412,33,22
504,1037,410,31,25
505,1038,411,33,27
506,1041,410,33,25
507,1038,414,29,25
508,1042,413,30,21
509,1039,410,35,25
510,1041,410,34,23
511,1039,413,33,22
512,1043,410,29,24
513,1041,409,31,26
514,1040,412,31,27
515,1041,411,30,27
516,1043,408,29,26
517,1039,410,30,26
518,1042,411,30,27
519,1044,408,35,23
520,1043,412,30,25
521,1042,408,31,26
522,1040,409,33,21
523,1044,412,32,23
524,1043,410,29,21
525,1040,409,32,22
526,1038,412,32,24
527,1043,410,27,24
528,1038,413,29,25
529,1042,414,28,22
530,1043,408,32,24
531,1040,412,30,23
532,1041,412,32,22
533,1039,414,29,27
534,1045,414,33,24
535,1045,412,31,22
536,1044,409,27,23
537,1047,414,30,23
538,1044,412,31,21
539,1047,414,26,25
540,1042,412,26,27
541,1042,414,26,22
542,1043,413,27,26
543,1043,414,31,21
544,1046,409,26,27
545,1045,413,29,23
546,1042,412,29,27
547,1046,414,30,24
548,1042,409,29,25
549,1044,408,29,26
550,1046,411,28,26
551,1046,407,30,27
552,1044,412,26,23
553,1043,408,25,25
554,1045,413,30,26
555,1043,412,27,28
556,1042,412,30,29
557,1041,413,30,25
558,1047,409,26,29
559,1046,409,26,25
560,1047,412,27,26
561,1045,411,26,28
562,1041,413,27,23
563,1044,410,26,23
564,1046,410,25,25
565,1047,413,31,27
566,1043,408,28,22
567,1047,412,33,25
568,1046,413,32,21
569,1047,410,28,25
570,1046,415,30,21
571,1042,415,28,23
572,1041,412,32,20
573,1044,413,29,25
574,1048,413,29,22
575,1048,414,27,21
576,1046,412,31,22
577,1048,412,28,26
578,1045,413,27,23
579,1041,409,29,23
580,1043,411,29,25
581,1044,414,29,20
582,1043,414,31,21
583,1048,408,30,21
584,1044,409,30,22
585,1043,413,31,23
586,1046,409,30,20
587,1042,410,28,21
588,1043,413,28,24
589,1045,411,27,25
590,1045,414,30,20
591,1043,411,28,22
592,1044,408,28,22
593,1044,413,28,23
594,1044,413,32,23
595,1046,413,33,21
596,1042,409,27,24
597,1046,408,27,27
598,1044,413,28,25
599,1042,409,32,21
600,1043,409,27,24
601,1044,407,28,25
602,1047,409,32,24
603,1042,410,32,21
604,1044,411,33,22
605,1045,412,27,26
606,1045,409,32,24
607,1043,410,28,27
608,1044,411,28,26
609,1043,411,27,22
610,1042,411,32,24
611,1046,411,28,27
612,1044,411,32,24
613,1044,407,27,27
614,1044,413,31,21
615,1040,409,29,21
616,1040,408,27,26
617,1039,412,28,22
618,1041,413,28,26
619,1041,407,30,24
620,1045,410,30,26
621,1041,407,28,23
622,1045,413,30,26
623,1042,407,32,23
624,1042,408,32,25
625,1041,411,31,21
626,1039,408,28,21
627,1045,409,28,21
628,1043,410,30,27
629,1041,411,27,23
630,1045,409,28,23
631,1039,407,30,27
632,1039,407,30,27
633,1045,412,28,24
634,1041,413,31,26
635,1044,407,30,25
636,1045,411,29,22
637,1039,409,30,27
638,1042,407,28,22
639,1040,407,31,22
640,1041,407,28,26
641,1043,413,26,24
642,1042,412,31,23
643,1041,410,29,27
644,1043,412,32,23
645,1044,410,29,22
646,1046,409,27,26
647,1046,408,31,25
648,1043,411,32,27
649,1040,410,29,27
650,1038,407,28,23
651,1041,410,30,26
652,1042,410,30,24
653,1043,411,29,24
654,1044,408,30,24
655,1045,414,32,23
656,1045,409,29,24
657,1045,409,27,22
658,1039,412,33,20
659,1043,409,30,25
660,1045,409,31,27
661,1041,407,31,27
662,1040,413,27,25
663,1043,409,28,24
664,1041,411,33,26
665,1045,410,29,26
666,1041,410,30,21
667,1047,408,32,25
668,1047,412,29,26
669,1043,407,31,24
670,1046,410,32,24
671,1047,408,28,22
672,1046,412,26,27
673,1048,413,27,24
674,1042,410,29,22
675,1045,413,26,25
676,1042,413,31,27
677,1048,410,26,26
678,1048,410,28,25
679,1047,411,30,27
680,1048,410,31,23
681,1045,407,31,27
682,1048,413,31,24
683,1049,407,31,26
684,1044,407,29,25
685,1048,412,29,26
686,1046,407,28,24
687,1043,409,29,24
688,1046,413,28,21
689,1045,408,29,27
690,1044,407,29,22
691,1044,414,27,24
692,1047,412,32,26
693,1046,409,31,20
694,1042,411,30,25
695,1040,407,31,26
696,1041,410,33,27
697,1040,411,32,23
698,1044,407,32,26
699,1045,407,28,26
700,1043,410,31,25
701,1042,411,27,22
702,1046,408,31,23
703,1043,412,27,23
704,1045,411,27,23
705,1045,413,27,23
706,1041,407,32,21
707,1041,409,33,26
708,1041,407,28,23
709,1039,411,33,27
710,1042,410,28,25
711,1040,411,32,21
712,1043,411,32,24
713,1042,407,30,24
714,1039,408,29,26
715,1039,409,35,27
716,1043,408,32,24
717,1043,408,32,21
718,1044,413,34,25
719,1040,409,30,22
720,1041,408,29,22
721,1044,408,29,22
722,1043,414,32,22
723,1039,413,30,25
724,1045,413,31,22
725,1043,410,29,25
726,1042,409,33,23
727,1039,409,34,26
728,1040,409,33,22
729,1038,412,30,24
730,1042,408,30,25
731,1042,412,32,24
732,1037,413,34,26
733,1038,412,34,23
734,1043,408,30,25
735,1038,409,33,21
736,1040,408,33,27
737,1042,409,31,24
738,1043,410,34,27
739,1038,408,32,26
740,1039,408,31,26
741,1042,407,31,21
742,1041,413,33,23
743,1036,412,34,26
744,1038,409,33,25
745,1042,406,30,28
746,1038,411,28,28
747,1040,407,32,25
748,1041,410,29,24
749,1043,409,28,25
750,1039,410,29,27
751,1040,409,34,24
752,1040,409,33,22
753,1041,408,31,25
754,1038,411,28,24
755,1042,408,32,26
756,1043,408,32,21
757,1039,411,29,21
758,1038,409,32,20
759,1037,411,31,22
760,1042,408,32,25
761,1037,412,32,27
762,1039,411,30,22
763,1041,409,33,22
764,1036,406,29,22
765,1036,412,34,25
766,1039,408,34,26
767,1040,406,34,27
768,1037,406,31,21
769,1036,412,34,23
770,1040,406,30,23
771,1040,407,33,21
772,1035,407,28,24
773,1041,409,33,21
774,1040,411,31,25
775,1040,407,27,24
776,1042,406,27,22
777,1036,408,31,24
778,1038,411,33,25
779,1035,410,32,26
780,1038,411,28,24
781,1041,412,27,22
782,1039,408,29,22
783,1039,411,29,27
784,1039,408,31,25
785,1039,410,31,23
786,1038,408,30,22
787,1041,409,33,24
788,1037,411,32,28
789,1039,411,31,25
790,1035,413,32,23
791,1038,410,30,21
792,1041,407,29,26
793,1035,412,33,27
794,1041,412,30,22
795,1036,411,34,22
796,1037,413,33,24
797,1042,408,27,27
798,1036,410,28,21
799,1035,409,28,23
800,1037,407,30,21
801,1040,407,31,22
802,1040,409,33,27
803,1038,410,31,27
804,1035,411,27,23
805,1035,411,31,25
806,1041,411,33,24
807,1039,411,32,23
808,1040,411,31,23
809,1036,409,34,28
810,1036,408,28,27
811,1039,413,33,27
812,1040,411,29,22
813,1039,408,31,27
814,1041,411,32,28
815,1037,413,31,22
816,1041,414,32,23
817,1037,409,28,27
818,1039,412,33,22
819,1038,413,29,25
820,1037,411,33,24
821,1041,408,27,25
822,1042,413,28,23
823,1037,410,33,27
824,1040,410,29,25
825,1038,413,31,24
826,1041,413,30,26
827,1037,412,29,26
828,1037,410,32,26
829,1041,411,31,22
830,1040,410,27,28
831,1039,411,29,28
832,1040,411,32,21
833,1041,411,30,28
834,1039,408,29,21
835,1037,411,30,26
836,1040,413,32,28
837,1037,414,28,26
838,1041,414,28,23
839,1037,407,30,25
840,1034,412,35,26
841,1038,411,29,26
842,1037,414,31,22
843,1037,411,30,25
844,1037,411,29,28
845,1041,410,31,28
846,1034,409,28,24
847,1036,409,29,24
848,1037,410,29,28
849,1035,409,30,23
850,1041,414,29,24
851,1039,408,33,24
852,1041,409,31,23
853,1041,414,28,22
854,1041,411,32,24
855,1041,412,29,24
856,1037,414,32,25
857,1035,414,29,26
858,1041,409,34,22
859,1036,408,31,22
860,1040,412,31,23
861,1039,408,34,22
862,1041,412,31,25
863,1039,412,31,28
864,1038,413,31,26
865,1039,409,32,28
866,1037,409,34,28
867,1036,412,29,26
868,1039,413,33,24
869,1039,409,33,27
870,1039,413,33,27
871,1035,414,32,23
872,1034,410,31,22
873,1037,413,30,28
874,1039,409,29,24
875,1038,412,30,25
876,1035,412,30,26
877,1037,409,33,23
878,1039,408,32,26
879,1035,414,33,27
880,1040,411,34,24
881,1033,411,29,26
882,1033,409,33,21
883,1035,412,34,25
884,1033,413,32,22
885,1037,414,35,23
886,1036,407,34,25
887,1038,411,31,25
888,1035,412,33,28
889,1033,412,29,22
890,1039,414,33,25
891,1033,409,29,25
892,1037,409,32,24
893,1035,410,29,21
894,1036,413,29,24
895,1037,413,27,23
896,1038,408,33,28
897,1034,411,31,29
898,1032,411,33,23
899,1033,407,27,26
900,1037,408,28,25
901,1035,407,30,23
902,1039,409,28,25
903,1033,409,27,29
904,1033,411,29,25
905,1033,414,32,28
906,1037,408,28,22
907,1034,414,31,23
908,1032,408,30,24
909,1035,409,27,21
910,1035,410,31,23
911,1032,412,28,25
912,1032,409,31,24
913,1035,408,24,25
914,1033,410,24,22
915,1035,412,27,21
916,1039,414,29,23
917,1038,410,26,27
918,1036,410,26,24
919,1032,414,28,25
920,1036,412,29,28
921,1036,411,30,22
922,1035,412,29,26
923,1036,409,32,24
924,1035,410,28,27
925,1036,410,28,27
926,1030,412,25,27
927,1035,414,27,27
928,1033,412,28,24
929,1035,413,25,26
930,1036,410,27,22
931,1033,410,25,26
932,1036,413,27,22
933,1033,410,26,21
934,1037,409,32,24
935,1038,413,28,21
936,1036,412,28,21
937,1038,413,31,23
938,1032,408,30,26
939,1035,409,27,22
940,1037,411,28,25
941,1037,411,29,26
942,1032,410,25,26
943,1038,415,27,22
944,1036,410,29,19
945,1038,413,29,19
946,1039,409,25,25
947,1034,414,27,23
948,1040,412,24,26
949,1038,415,29,25
950,1037,413,24,24
951,1039,415,26,21
952,1037,412,28,22
953,1039,414,29,23
954,1041,412,27,23
955,1038,411,26,26
956,1037,414,30,22
957,1040,410,31,19
958,1038,409,29,25
959,1039,413,26,19
960,1033,413,33,23
961,1037,411,35,24
962,1038,410,29,22
963,1074,410,24,21
964,1102,407,25,21
965,1132,413,27,23
966,1163,413,30,23
967,1193,407,31,22
968,1217,408,31,26
969,1239,406,31,23
970,1269,404,28,22
971,1289,410,29,26
972,1316,404,32,29
973,1339,406,29,26
974,1355,402,30,27
975,1376,408,34,20
976,1401,407,33,26
977,1415,409,33,21
978,1435,406,30,25
979,1453,405,30,20
980,1471,408,27,22
981,1492,410,32,20
982,1505,404,28,22
983,1520,411,31,25
984,1537,403,33,28
985,1553,410,38,22
986,1563,407,37,27
987,1568,404,35,21
988,1577,402,32,22
989,1584,398,33,23
990,1583,391,32,24
991,1587,386,34,27
992,1591,389,30,24
993,1590,385,33,22
994,1591,387,26,23
995,1596,385,27,22
996,1596,385,29,23
997,1599,386,30,21
998,1606,387,34,22
999,964,348,29,21
1000,799,227,26,20
1001,1014,340,25,25
1002,1079,343,26,24
1003,1095,339,20,26
1004,1401,338,28,27
1005,1384,324,21,25
1006,1373,307,23,25
1007,1361,298,25,19
1008,1351,288,31,22
1009,1330,266,33,24
1010,1320,256,27,22
1011,1316,250,27,23
1012,1304,245,29,19
1013,1301,239,34,25
1014,1296,244,28,21
1015,1295,240,26,21
1016,1293,240,26,19
1017,1287,236,25,24
1018,1286,234,26,23
1019,1282,235,25,22
1020,1282,244,28,26
1021,1284,245,26,23
1022,1281,243,24,26
1023,1280,250,25,25
1024,1288,237,25,26
1025,1290,235,27,28
1026,1283,231,27,22
1027,1148,239,27,23
1028,1310,196,27,19
1029,1315,181,27,19
1030,1326,170,26,21
1031,1339,158,33,18
1032,1342,156,34,24
1033,1352,153,28,21
1034,1368,150,35,20
1035,1389,155,33,21
1036,1405,154,30,24
1037,1411,161,32,24
1038,1423,176,30,16
1039,1424,184,31,22
1040,1429,191,29,20
1041,1431,204,31,22
1042,1417,292,29,23
1043,1426,203,27,20
1044,1434,219,28,16
1045,1425,227,27,23
1046,1425,236,22,22
1047,1410,298,28,18
1048,1416,245,32,20
1049,1411,230,24,22
1050,1397,223,20,23
1051,1393,218,20,18
1052,1385,216,19,22
1053,1380,213,26,19
1054,1374,207,24,20
1055,1357,205,29,23
1056,1352,203,25,21
1057,1347,200,34,20
1058,1342,203,27,18
1059,1328,204,28,16
1060,1317,206,24,19
1061,1342,282,30,21
1062,1339,276,29,29
1063,1346,280,26,22
1064,1332,291,26,22
1065,1335,286,27,27
1066,1339,288,24,21
1067,1337,290,29,27
1068,1337,282,27,26
1069,1373,298,27,22
1070,1187,233,25,24
1071,1416,196,29,23
1072,1423,195,26,24
1073,1416,196,25,23
1074,1111,231,23,29
1075,1110,230,22,28
1076,1108,232,25,24
1077,1115,237,26,25
1078,1119,232,23,21
1079,1117,235,25,18
1080,1118,239,21,21
1081,1120,239,23,17
1082,1121,235,23,18
1083,1119,233,25,22
1084,1118,238,25,19
1085,1118,236,29,22
1086,1119,238,22,16
1087,1119,235,24,22
1088,1116,234,21,18
1089,1117,240,21,16
1090,1118,239,27,17
1091,1117,238,25,21
1092,1115,236,27,16
1093,1116,236,26,19
1094,1117,233,26,20
1095,1118,239,26,20
1096,1118,238,25,23
1097,1114,242,27,17
1098,1116,238,20,22
1099,1109,243,25,21
1100,1098,242,24,17
1101,1087,250,21,23
1102,1075,248,24,26
1103,1064,257,25,27
1104,1052,263,26,24
1105,1014,278,32,19
1106,1003,281,30,20
1107,982,288,24,23
1108,941,298,28,24
1109,921,301,21,25
1110,896,311,25,24
1111,875,311,32,25
1112,857,321,29,27
1113,837,320,29,22
1114,816,330,29,25
1115,758,352,31,19
1116,714,360,33,19
1117,692,367,33,20
1118,668,373,31,22
1119,646,381,32,20
1120,631,383,29,26
1121,609,394,32,25
1122,469,253,29,23
1123,566,410,30,28
1124,545,417,24,25
1125,518,425,30,23
1126,494,431,31,27
1127,471,443,30,26
1128,447,448,32,23
1129,364,484,30,25
1130,345,492,35,25
1131,332,506,30,21
1132,317,513,31,29
1133,307,522,31,25
1134,292,533,34,25
1135,283,545,30,32
1136,276,552,36,31
1137,270,561,33,26
1138,269,569,31,26
1139,265,581,34,27
1140,261,590,35,31
1141,259,596,36,32
1142,262,611,38,24
1143,259,611,36,30
1144,256,625,35,29
1145,254,635,36,33
1146,258,640,35,32
1147,254,654,34,32
1148,258,665,39,32
1149,253,673,34,34
1150,260,683,33,31
1151,262,690,35,31
1152,265,697,37,34
1153,265,710,34,35
1154,269,716,34,33
1155,270,723,43,33
1156,275,728,37,34
1157,276,740,41,31
1158,289,751,40,34
1159,299,752,39,38
1160,303,762,41,31
1161,305,770,40,34
1162,314,782,42,31
1163,330,790,37,30
1164,340,798,34,29
1165,348,799,44,33
1166,358,807,38,33
1167,369,818,37,33
1168,378,820,46,36
1169,388,831,42,33
1170,408,831,42,32
1171,414,833,43,38
1172,432,842,44,38
1173,444,846,47,40
1174,463,853,40,38
1175,480,855,40,40
1176,493,861,41,38
1177,514,863,36,33
1178,527,871,46,37
1179,548,873,37,36
1180,559,871,34,36
1181,571,881,44,35
1182,588,880,38,39
1183,600,883,41,34
1184,606,884,42,36
1185,625,884,36,43
1186,628,890,43,42
1187,644,891,43,41
1188,656,896,41,40
1189,662,893,39,41
1190,673,898,45,35
1191,679,900,42,42
1192,680,905,46,38
1193,696,907,37,44
1194,701,904,34,35
1195,711,905,43,43
1196,713,910,46,39
1197,723,914,45,37
1198,733,912,37,40
1199,743,912,36,42
1200,749,908,41,40
1201,761,913,37,40
1202,777,916,39,35
1203,783,912,39,43
1204,794,910,42,38
1205,815,914,38,36
1206,825,916,41,39
1207,832,920,39,36
1208,840,923,41,44
1209,856,922,39,37
1210,864,930,36,36
1211,871,936,41,33
1212,882,938,33,36
1213,890,944,39,36
1214,899,948,42,37
1215,907,954,37,33
1216,908,958,40,39
1217,919,967,41,34
1218,919,976,37,35
1219,930,980,35,45
1220,927,988,39,43
1221,941,997,43,41
1222,1087,944,37,38
1223,1150,920,40,40
1224,1212,908,38,41
1225,1269,889,45,42
1226,749,160,35,22
1227,1330,873,44,42
1228,752,155,35,19
1229,1383,862,43,41
1230,1433,854,36,37
1231,747,161,34,20
1232,1483,845,45,39
1233,1528,833,39,35
1234,1564,820,40,38
1235,721,158,40,23
1236,1598,807,38,33
1237,1634,794,42,40
1238,714,158,35,16
1239,1669,780,36,36
1240,1691,775,36,38
1241,1717,763,46,34
1242,1747,762,44,30
1243,1775,752,41,33
1244,1805,750,41,28
1245,1812,740,37,29
1246,1830,731,36,28
1247,1844,718,44,31
1248,1841,707,41,33
1249,1851,704,43,31
1250,1860,694,44,36
1251,1865,684,37,36
1252,1866,677,32,35
1253,1866,671,34,31
1254,1867,667,37,33
1255,1863,660,42,33
